;GO:0016525;GO:0060760;GO:0035563;GO:0016925;GO:0015031;GO:0042531;GO:0045648;GO:0060368;GO:0007259;GO:0032727;GO:0002479;GO:0045893;GO:0032728;GO:0019885;GO:2000110;GO:2000373;GO:0045655;GO:0003340;GO:1904469;GO:0042542;GO:0006974;GO:0061326;GO:0071360;GO:0051770;GO:0046597;GO:0051097;GO:0050727;GO:0035549;GO:0033003;GO:0050689;GO:0071407;GO:0035666;GO:0050688;GO:0008285;GO:0043367;GO:0043124;GO:0045669;GO:0045944;GO:0006302;GO:0048661;GO:0006659;GO:0019060;GO:2000778;GO:1990668;GO:0070102;GO:0070106;GO:0016579;GO:0034165;GO:0000209;GO:0032020;GO:1902741;GO:0002230;GO:0016064;GO:0001937;GO:0034157;GO:0038114;GO:0006366;GO:0009597;GO:0032091;GO:0051607;GO:0072308;GO:2000553;GO:1900182;GO:0032480;GO:0002053;GO:0007221;GO:0033209;GO:0072136;GO:0010742;GO:0070757;GO:0030336;GO:0060340;GO:0051591;GO:0000079;GO:0000122;GO:0032869;GO:0072162;GO:0045351;GO:0017121;GO:0034127;GO:0071357;GO:0034124;GO:0045070;GO:0002819;GO:0045071;GO:0050776;GO:0035458;GO:0060333;GO:0006471;GO:0050709;GO:0006351;GO:0039530;GO:1900245;GO:0060338;GO:1900246;GO:0046725;GO:0060334;GO:0046967;GO:0060335;GO:0060337;GO:0006511;GO:0045089;GO:0045087;GO:0034356;GO:0071346;GO:2001034
GO:0070757;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.14285714285714285;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
GO:0030336;0.3;0.2222222222222222;0.1;0.0;0.0;0.21428571428571427;0.1111111111111111;0.3;0.0;0.18181818181818182;0.0;0.25;0.18181818181818182;0.0;0.3333333333333333;0.09090909090909091;0.2727272727272727;0.3333333333333333;0.25;0.0;0.0;0.0;0.0;0.18181818181818182;0.3;0.09090909090909091;0.2222222222222222;0.25;0.3;0.3333333333333333;0.0;0.0;0.25;0.5;0.0;0.36363636363636365;0.3;0.23076923076923078;0.0;0.3;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.25;0.2;0.0;0.4;0.25;0.0;0.0;0.0;0.1;0.0;0.3;0.18181818181818182;0.2222222222222222;0.3333333333333333;0.3;0.375;0.0;0.0;0.0;0.0;1.0;0.25;0.0;0.3;0.3333333333333333;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.2727272727272727;0.18181818181818182;0.2222222222222222;0.3;0.25;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.2222222222222222;0.2727272727272727;0.2222222222222222;0.3333333333333333;0.2727272727272727;0.0;0.25;0.0;0.0;0.2;0.0;0.0;0.0;0.25
GO:0060340;0.18181818181818182;0.7142857142857143;0.09090909090909091;0.0;0.0;0.45454545454545453;0.4;0.5;0.0;0.2727272727272727;0.0;0.2727272727272727;0.2727272727272727;0.0;0.21428571428571427;0.08333333333333333;0.2727272727272727;0.18181818181818182;0.3333333333333333;0.0;0.0;0.0;0.0;0.2727272727272727;0.16666666666666666;0.08333333333333333;0.5555555555555556;0.3333333333333333;0.3333333333333333;0.45454545454545453;0.0;0.46153846153846156;0.5555555555555556;0.3;0.0;0.4;0.4;0.25;0.0;0.4;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.3333333333333333;0.45454545454545453;0.0;0.25;0.6666666666666666;0.0;0.0;0.0;0.09090909090909091;0.0;0.16666666666666666;0.5555555555555556;0.3333333333333333;0.18181818181818182;0.4;0.3333333333333333;0.0;0.0;0.0;0.0;0.25;1.0;0.0;0.2727272727272727;0.21428571428571427;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.5555555555555556;0.2727272727272727;0.5;0.16666666666666666;0.5714285714285714;0.0;0.0;0.0;0.2727272727272727;0.0;0.46153846153846156;0.75;0.8571428571428571;0.75;0.18181818181818182;0.625;0.0;0.75;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;0.36363636363636365
GO:0051591;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.14285714285714285;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.2;0.0
GO:0000079;0.2;0.2222222222222222;0.1;0.0;0.0;0.5384615384615384;0.3;0.3333333333333333;0.0;0.18181818181818182;0.0;0.2727272727272727;0.18181818181818182;0.0;0.25;0.2727272727272727;0.3;0.2727272727272727;0.2727272727272727;0.0;0.0;0.0;0.0;0.18181818181818182;0.18181818181818182;0.2727272727272727;0.2222222222222222;0.2727272727272727;0.3333333333333333;0.2;0.0;0.0;0.25;0.375;0.0;0.2727272727272727;0.3333333333333333;0.25;0.0;0.3333333333333333;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.2727272727272727;0.2;0.0;0.3;0.2727272727272727;0.0;0.0;0.0;0.1;0.0;0.25;0.18181818181818182;0.2222222222222222;0.2;0.3333333333333333;0.42857142857142855;0.0;0.0;0.0;0.0;0.3;0.2727272727272727;0.0;1.0;0.25;0.0;0.0;0.0;0.0;0.3;0.0;0.3;0.18181818181818182;0.2222222222222222;0.18181818181818182;0.25;0.0;0.3;0.0;0.3333333333333333;0.0;0.0;0.2222222222222222;0.3;0.2222222222222222;0.2;0.3;0.0;0.2727272727272727;0.3;0.0;0.2;0.0;0.0;0.0;0.2727272727272727
GO:0000122;0.25;0.18181818181818182;0.08333333333333333;0.0;0.0;0.26666666666666666;0.09090909090909091;0.25;0.0;0.15384615384615385;0.0;0.6666666666666666;0.15384615384615385;0.0;0.2857142857142857;0.07692307692307693;0.23076923076923078;0.2727272727272727;0.21428571428571427;0.0;0.0;0.0;0.0;0.45454545454545453;0.25;0.07692307692307693;0.18181818181818182;0.21428571428571427;0.25;0.2727272727272727;0.0;0.0;0.2;0.4;0.0;0.3076923076923077;0.25;0.7777777777777778;0.0;0.25;0.0;0.0;0.21428571428571427;0.0;0.0;0.0;0.0;0.21428571428571427;0.0;0.0;0.21428571428571427;0.16666666666666666;0.0;0.3333333333333333;0.21428571428571427;0.0;0.0;0.0;0.08333333333333333;0.0;0.25;0.15384615384615385;0.18181818181818182;0.2727272727272727;0.25;0.7;0.0;0.0;0.0;0.0;0.3333333333333333;0.21428571428571427;0.0;0.25;1.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.23076923076923078;0.15384615384615385;0.18181818181818182;0.25;0.2;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.18181818181818182;0.23076923076923078;0.18181818181818182;0.2727272727272727;0.23076923076923078;0.0;0.21428571428571427;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.3076923076923077
GO:0032869;0.0;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.2222222222222222;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06666666666666667;0.08333333333333333;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.08333333333333333;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.06666666666666667;0.4444444444444444;0.0
GO:0072162;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045351;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.25;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
GO:0017121;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
GO:0034127;0.2;0.375;0.1;0.0;0.0;0.36363636363636365;0.1111111111111111;0.5714285714285714;0.0;0.18181818181818182;0.0;0.25;0.18181818181818182;0.0;0.23076923076923078;0.09090909090909091;0.2727272727272727;0.2;0.25;0.0;0.0;0.0;0.0;0.18181818181818182;0.18181818181818182;0.09090909090909091;0.5555555555555556;0.25;0.3333333333333333;0.45454545454545453;0.0;0.0;0.5555555555555556;0.3333333333333333;0.0;0.4444444444444444;0.3;0.23076923076923078;0.0;0.3;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.25;0.45454545454545453;0.0;0.2727272727272727;0.625;0.0;0.0;0.0;0.1;0.0;0.18181818181818182;0.4;0.2222222222222222;0.2;0.3;0.375;0.0;0.0;0.0;0.0;0.2727272727272727;0.5555555555555556;0.0;0.3;0.23076923076923078;0.0;0.0;0.0;0.0;1.0;0.0;0.7142857142857143;0.18181818181818182;0.5;0.18181818181818182;0.5714285714285714;0.0;0.0;0.0;0.3;0.0;0.0;0.5555555555555556;0.625;0.5555555555555556;0.2;0.5;0.0;0.4444444444444444;0.0;0.0;0.625;0.0;0.0;0.0;0.2727272727272727
GO:0071357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
GO:0034124;0.2;0.375;0.1;0.0;0.0;0.36363636363636365;0.1111111111111111;0.5714285714285714;0.0;0.18181818181818182;0.0;0.25;0.18181818181818182;0.0;0.23076923076923078;0.09090909090909091;0.2727272727272727;0.2;0.25;0.0;0.0;0.0;0.0;0.18181818181818182;0.18181818181818182;0.09090909090909091;0.5555555555555556;0.25;0.3333333333333333;0.45454545454545453;0.0;0.0;0.5555555555555556;0.3333333333333333;0.0;0.4444444444444444;0.3;0.23076923076923078;0.0;0.3;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.25;0.45454545454545453;0.0;0.2727272727272727;0.625;0.0;0.0;0.0;0.1;0.0;0.18181818181818182;0.4;0.2222222222222222;0.2;0.3;0.375;0.0;0.0;0.0;0.0;0.2727272727272727;0.5555555555555556;0.0;0.3;0.23076923076923078;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;1.0;0.18181818181818182;0.5;0.18181818181818182;0.5714285714285714;0.0;0.0;0.0;0.3;0.0;0.0;0.5555555555555556;0.625;0.5555555555555556;0.2;0.5;0.0;0.4444444444444444;0.0;0.0;0.625;0.0;0.0;0.0;0.2727272727272727
GO:0045070;0.18181818181818182;0.3333333333333333;0.09090909090909091;0.0;0.0;0.23076923076923078;0.2727272727272727;0.2;0.0;0.2727272727272727;0.0;0.2727272727272727;0.2727272727272727;0.0;0.14285714285714285;0.08333333333333333;0.16666666666666666;0.18181818181818182;0.25;0.0;0.0;0.0;0.0;0.2727272727272727;0.6;0.08333333333333333;0.2;0.25;0.2;0.3;0.0;0.0;0.375;0.2;0.0;0.16666666666666666;0.3;0.25;0.0;0.3;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.25;0.3;0.0;0.16666666666666666;0.2727272727272727;0.0;0.0;0.0;0.09090909090909091;0.0;0.16666666666666666;0.2727272727272727;0.3333333333333333;0.18181818181818182;0.3;0.25;0.0;0.0;0.0;0.0;0.18181818181818182;0.2727272727272727;0.0;0.18181818181818182;0.15384615384615385;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.18181818181818182;1.0;0.2;0.7777777777777778;0.2222222222222222;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.5;0.18181818181818182;0.5;0.5;0.18181818181818182;0.0;0.2727272727272727;0.0;0.0;0.3;0.0;0.0;0.0;0.25
GO:0002819;0.2222222222222222;0.42857142857142855;0.1111111111111111;0.0;0.0;0.2727272727272727;0.3333333333333333;0.6666666666666666;0.0;0.2;0.0;0.2;0.2;0.0;0.16666666666666666;0.1;0.3333333333333333;0.2222222222222222;0.18181818181818182;0.0;0.0;0.0;0.0;0.2;0.2;0.1;0.42857142857142855;0.18181818181818182;0.42857142857142855;0.3333333333333333;0.0;0.0;0.42857142857142855;0.25;0.0;0.3333333333333333;0.2222222222222222;0.18181818181818182;0.0;0.2222222222222222;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.18181818181818182;0.3333333333333333;0.0;0.2;0.4444444444444444;0.0;0.0;0.0;0.1111111111111111;0.0;0.2;0.5;0.25;0.2222222222222222;0.2222222222222222;0.3333333333333333;0.0;0.0;0.0;0.0;0.2222222222222222;0.5;0.0;0.2222222222222222;0.18181818181818182;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.2;1.0;0.2;0.8;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.5;0.5714285714285714;0.5;0.2222222222222222;0.5;0.0;0.4444444444444444;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.3
GO:0045071;0.2727272727272727;0.2;0.09090909090909091;0.0;0.0;0.14285714285714285;0.1;0.2;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.0;0.23076923076923078;0.08333333333333333;0.16666666666666666;0.3;0.15384615384615385;0.0;0.0;0.0;0.0;0.16666666666666666;0.75;0.08333333333333333;0.2;0.15384615384615385;0.2;0.4444444444444444;0.0;0.0;0.375;0.3333333333333333;0.0;0.2727272727272727;0.18181818181818182;0.15384615384615385;0.0;0.18181818181818182;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.15384615384615385;0.3;0.0;0.2727272727272727;0.16666666666666666;0.0;0.0;0.0;0.09090909090909091;0.0;0.2727272727272727;0.16666666666666666;0.2;0.3;0.18181818181818182;0.25;0.0;0.0;0.0;0.0;0.3;0.16666666666666666;0.0;0.18181818181818182;0.25;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.18181818181818182;0.7777777777777778;0.2;1.0;0.2222222222222222;0.0;0.0;0.0;0.3;0.0;0.0;0.3333333333333333;0.18181818181818182;0.3333333333333333;0.625;0.18181818181818182;0.0;0.16666666666666666;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.15384615384615385
GO:0050776;0.25;0.5;0.125;0.0;0.0;0.3;0.375;0.8;0.0;0.2222222222222222;0.0;0.2222222222222222;0.2222222222222222;0.0;0.18181818181818182;0.1111111111111111;0.375;0.25;0.2;0.0;0.0;0.0;0.0;0.2222222222222222;0.2222222222222222;0.1111111111111111;0.5;0.2;0.5;0.375;0.0;0.0;0.5;0.2857142857142857;0.0;0.375;0.25;0.2;0.0;0.25;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.2;0.375;0.0;0.2222222222222222;0.5;0.0;0.0;0.0;0.125;0.0;0.2222222222222222;0.5714285714285714;0.2857142857142857;0.25;0.25;0.4;0.0;0.0;0.0;0.0;0.25;0.5714285714285714;0.0;0.25;0.2;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.5714285714285714;0.2222222222222222;0.8;0.2222222222222222;1.0;0.0;0.0;0.0;0.25;0.0;0.0;0.5714285714285714;0.6666666666666666;0.5714285714285714;0.25;0.5714285714285714;0.0;0.5;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.3333333333333333
GO:0035458;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.1;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.0;0.07142857142857142;0.09090909090909091;0.0;0.0;0.09090909090909091;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.1;0.14285714285714285;0.0;0.0;0.375;0.0;0.0;0.4444444444444444;0.0;0.0;0.14285714285714285;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.0;1.0;0.14285714285714285;0.09090909090909091;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.125;0.07142857142857142;0.7142857142857143;0.0
GO:0060333;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.14285714285714285;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;1.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
GO:0006471;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.3;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.5555555555555556;0.0;0.5;0.7142857142857143;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.1;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.3333333333333333;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.14285714285714285;1.0;0.0;0.375;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.42857142857142855;0.0;0.0;0.23076923076923078;0.0;0.0
GO:0050709;0.3;0.2222222222222222;0.1;0.0;0.0;0.23076923076923078;0.3;0.3333333333333333;0.0;0.18181818181818182;0.0;0.2727272727272727;0.18181818181818182;0.0;0.36363636363636365;0.09090909090909091;0.3;0.3333333333333333;0.5555555555555556;0.0;0.0;0.0;0.0;0.18181818181818182;0.3;0.09090909090909091;0.2222222222222222;0.5555555555555556;0.3333333333333333;0.3333333333333333;0.0;0.0;0.25;0.5714285714285714;0.0;0.4;0.3333333333333333;0.25;0.0;0.3333333333333333;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.5555555555555556;0.2;0.0;0.4444444444444444;0.2727272727272727;0.0;0.0;0.0;0.1;0.0;0.3;0.18181818181818182;0.36363636363636365;0.3333333333333333;0.3333333333333333;0.42857142857142855;0.0;0.0;0.0;0.0;0.4444444444444444;0.2727272727272727;0.0;0.3333333333333333;0.36363636363636365;0.0;0.0;0.0;0.0;0.3;0.0;0.3;0.18181818181818182;0.2222222222222222;0.3;0.25;0.0;0.0;0.0;1.0;0.0;0.0;0.2222222222222222;0.3;0.2222222222222222;0.3333333333333333;0.3;0.0;0.2727272727272727;0.0;0.0;0.2;0.0;0.0;0.0;0.2727272727272727
GO:0006351;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.2727272727272727;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2727272727272727;0.0;0.0
GO:0039530;0.0;0.0;0.0;0.1111111111111111;0.0;0.23076923076923078;0.0;0.0;0.0;0.5555555555555556;0.14285714285714285;0.2727272727272727;0.5555555555555556;0.16666666666666666;0.0;0.0;0.0;0.0;0.5;0.2;0.2;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.25;0.14285714285714285;0.0;0.16666666666666666;0.3333333333333333;0.5555555555555556;0.0;0.0;0.0;0.0;0.2727272727272727;0.1;0.14285714285714285;0.5;0.0;0.14285714285714285;0.0;0.2727272727272727;0.0;0.0;0.6;0.0;0.6;0.0;0.5;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.46153846153846156;0.2;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;1.0;0.625;0.0;0.625;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.5;0.25;0.1;0.3333333333333333;0.25
GO:1900245;0.3;0.5714285714285714;0.1111111111111111;0.0;0.0;0.6;0.4444444444444444;0.5;0.0;0.625;0.0;0.3333333333333333;0.625;0.0;0.16666666666666666;0.1;0.3;0.3;0.5555555555555556;0.0;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.1;0.5714285714285714;0.5555555555555556;0.375;0.375;0.0;0.0;0.5714285714285714;0.25;0.0;0.5555555555555556;0.5;0.3;0.0;0.375;0.0;0.0;0.625;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.5555555555555556;0.375;0.0;0.2;0.6666666666666666;0.0;0.0;0.0;0.1111111111111111;0.0;0.3;0.5555555555555556;0.42857142857142855;0.5;0.375;0.3333333333333333;0.0;0.0;0.0;0.0;0.2222222222222222;0.75;0.0;0.2222222222222222;0.18181818181818182;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.5555555555555556;0.5;0.5;0.3333333333333333;0.5714285714285714;0.0;0.0;0.0;0.2222222222222222;0.0;0.625;1.0;0.625;0.6666666666666666;0.375;0.5555555555555556;0.0;0.6666666666666666;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;0.4
