;GO:2000480;GO:0090179;GO:0016925;GO:0032693;GO:0046854;GO:0022008;GO:1902950;GO:0002237;GO:0001666;GO:0045892;GO:0001942;GO:0006958;GO:0002638;GO:0070207;GO:0019886;GO:0035556;GO:0033138;GO:0050710;GO:0032600;GO:0042308;GO:0007264;GO:0065004;GO:1902564;GO:0051260;GO:0007268;GO:0007266;GO:0009967;GO:0032956;GO:0002922;GO:0002768;GO:2000768;GO:0002924;GO:0001959;GO:0034614;GO:0051897;GO:0051017;GO:0051898;GO:0043406;GO:0035023;GO:0060267;GO:0045947;GO:0008284;GO:0045786;GO:0097190;GO:0045666;GO:0097193;GO:0038096;GO:0045944;GO:0010918;GO:0030889;GO:0048147;GO:0060828;GO:0070588;GO:2000774;GO:0050855;GO:0050731;GO:0050853;GO:0031295;GO:1900165;GO:0048701;GO:1904646;GO:0051281;GO:0043410;GO:0050982;GO:0002587;GO:0002224;GO:0002622;GO:0050860;GO:0001811;GO:0072112;GO:0016064;GO:0050869;GO:0001814;GO:0019731;GO:0050900;GO:0030595;GO:2001199;GO:0034394;GO:0061098;GO:0007179;GO:1901300;GO:0006366;GO:0090251;GO:0006367;GO:0002322;GO:0050871;GO:0051289;GO:0035914;GO:0002316;GO:0043031;GO:0016055;GO:0032485;GO:0019722;GO:0048041;GO:0071219;GO:0043318;GO:0007186;GO:0030183;GO:0042100;GO:0006898;GO:0042104;GO:0042986;GO:0032913;GO:0007218;GO:0051573;GO:0010628;GO:0002605;GO:0032597;GO:0072139;GO:0010469;GO:0031666;GO:0050766;GO:0030336;GO:0016567;GO:0050765;GO:0046718;GO:0006468;GO:0010839;GO:0000122;GO:0030449;GO:0000086;GO:0034644;GO:0018298;GO:0071356;GO:0035335;GO:0032467;GO:0050829;GO:0032461;GO:0006351;GO:0006355;GO:0007169;GO:0007565;GO:1905898;GO:0002430;GO:1901216;GO:0007204;GO:0009617;GO:0042094;GO:0071222;GO:0045087;GO:0070098;GO:0043066;GO:0042130;GO:0046330;GO:0043065;GO:0045088;GO:0071902
GO:0060828;0.047799631016701725;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.1492331351584338;0.042064647228987374;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.1786822519641151;0.047799631016701725;0.1492331351584338;0.1492331351584338;0.047799631016701725;0.1492331351584338;0.1786822519641151;0.0;0.1786822519641151;0.0;0.1786822519641151;0.1786822519641151;0.1786822519641151;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.1492331351584338;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;1.0;0.0;0.1492331351584338;0.1786822519641151;0.047799631016701725;0.1492331351584338;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.1786822519641151;0.0;0.042064647228987374;0.1492331351584338;0.1492331351584338;0.1786822519641151;0.1492331351584338;0.0;0.0;0.047799631016701725;0.1492331351584338;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.1492331351584338;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.1786822519641151;0.047799631016701725;0.0;0.0;0.1492331351584338;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.0;0.0;0.1786822519641151;0.1786822519641151;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.1492331351584338;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.1492331351584338;0.1492331351584338;0.047799631016701725;0.036692364793703955;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.1786822519641151;0.047799631016701725;0.1492331351584338;0.047799631016701725
GO:0070588;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13331334997803274;0.0;0.0;0.0;0.0;0.13331334997803274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:2000774;0.047799631016701725;0.20397374928165476;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.21066859409381297;0.042064647228987374;0.0;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.21066859409381297;0.047799631016701725;0.21066859409381297;0.1492331351584338;0.2688665324497557;0.1492331351584338;0.1492331351584338;0.0;0.21066859409381297;0.0;0.1492331351584338;0.21066859409381297;0.1492331351584338;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.2688665324497557;0.047799631016701725;0.21066859409381297;0.12755981097713553;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.1492331351584338;0.0;1.0;0.1492331351584338;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.047799631016701725;0.0;0.0;0.12755981097713553;0.21066859409381297;0.0;0.042064647228987374;0.2611260707055071;0.1492331351584338;0.1492331351584338;0.2611260707055071;0.0;0.0;0.047799631016701725;0.2611260707055071;0.0;0.0;0.0;0.20397374928165476;0.0;0.12755981097713553;0.047799631016701725;0.3417099416999735;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.1492331351584338;0.047799631016701725;0.0;0.0;0.1492331351584338;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.11511873865597294;0.042064647228987374;0.0;0.0;0.1492331351584338;0.21066859409381297;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.2611260707055071;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.0;0.3417099416999735;0.21066859409381297;0.12755981097713553;0.036692364793703955;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.3417099416999735;0.12755981097713553;0.2611260707055071;0.12755981097713553
GO:0050855;0.047799631016701725;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.29114835073653533;0.2515269417723919;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.0;0.2515269417723919;0.0;0.0;0.047799631016701725;0.1786822519641151;0.047799631016701725;0.29114835073653533;0.29114835073653533;0.047799631016701725;0.29114835073653533;0.1786822519641151;0.0;0.1786822519641151;0.0;0.1786822519641151;0.1786822519641151;0.1786822519641151;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.29114835073653533;0.047799631016701725;0.036692364793703955;0.2515269417723919;0.047799631016701725;0.1786822519641151;0.0;0.1492331351584338;1.0;0.047799631016701725;0.29114835073653533;0.2515269417723919;0.047799631016701725;0.0;0.0;0.047799631016701725;0.1786822519641151;0.0;0.2515269417723919;0.29114835073653533;0.29114835073653533;0.5901295890943211;0.29114835073653533;0.0;0.0;0.2515269417723919;0.29114835073653533;0.0;0.0;0.0;0.2515269417723919;0.0;0.047799631016701725;0.047799631016701725;0.1492331351584338;0.0;0.0;0.0;0.0;0.2515269417723919;0.0;0.0;0.0;0.2515269417723919;0.047799631016701725;0.1786822519641151;0.047799631016701725;0.0;0.0;0.29114835073653533;0.047799631016701725;0.0;0.0;0.0;0.2515269417723919;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.2515269417723919;0.0;0.0;0.1786822519641151;0.1786822519641151;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.29114835073653533;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.1492331351584338;0.29114835073653533;0.047799631016701725;0.036692364793703955;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.2515269417723919;0.1786822519641151;0.047799631016701725;0.29114835073653533;0.047799631016701725
GO:0050731;0.2589137257715929;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.0;0.10900961301269105;0.0;0.11511873865597294;0.042064647228987374;0.0;0.0;0.047799631016701725;0.2970121637671333;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.0;0.12755981097713553;0.0;0.047799631016701725;0.2970121637671333;0.047799631016701725;0.17111199477934044;0.19885971868423638;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.11511873865597294;0.1816892161000484;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;1.0;0.11511873865597294;0.12755981097713553;0.047799631016701725;0.0;0.0;0.12755981097713553;0.2970121637671333;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.0;0.0;0.047799631016701725;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0;0.4705829239211909;0.047799631016701725;0.12755981097713553;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.24457446477495315;0.042064647228987374;0.047799631016701725;0.23426849400579874;0.17825033928423412;0.042064647228987374;0.0;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.10900961301269105;0.1890450431733396;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.0;0.10900961301269105;0.047799631016701725;0.0;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.036692364793703955;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.2970121637671333;0.12755981097713553;0.042064647228987374;0.2970121637671333
GO:0050853;0.047799631016701725;0.2052608479739753;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.35499357710737345;0.2515269417723919;0.01468324974140624;0.20709043845653538;0.12659489728285286;0.11511873865597294;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.12659489728285286;0.01468324974140624;0.2515269417723919;0.01468324974140624;0.01468324974140624;0.12659489728285286;0.21066859409381297;0.047799631016701725;0.3226259128089404;0.38293538010001654;0.11511873865597294;0.29114835073653533;0.1492331351584338;0.01468324974140624;0.21066859409381297;0.01468324974140624;0.1492331351584338;0.21066859409381297;0.1492331351584338;0.11511873865597294;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.12659489728285286;0.11511873865597294;0.12659489728285286;0.39057176820674416;0.11511873865597294;0.036692364793703955;0.2515269417723919;0.047799631016701725;0.1492331351584338;0.0;0.21066859409381297;0.29114835073653533;0.11511873865597294;1.0;0.28985679281760435;0.047799631016701725;0.0;0.01468324974140624;0.11511873865597294;0.21066859409381297;0.0;0.2515269417723919;0.367695780748326;0.29114835073653533;0.29114835073653533;0.29114835073653533;0.01468324974140624;0.20709043845653538;0.2515269417723919;0.29114835073653533;0.20709043845653538;0.20709043845653538;0.20709043845653538;0.2515269417723919;0.0;0.11511873865597294;0.2052608479739753;0.21066859409381297;0.01468324974140624;0.0;0.01468324974140624;0.20709043845653538;0.28985679281760435;0.01468324974140624;0.01468324974140624;0.20709043845653538;0.2515269417723919;0.2052608479739753;0.1492331351584338;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.29114835073653533;0.12659489728285286;0.20709043845653538;0.20709043845653538;0.0;0.28985679281760435;0.11511873865597294;0.042064647228987374;0.12659489728285286;0.047799631016701725;0.11511873865597294;0.2515269417723919;0.01468324974140624;0.01468324974140624;0.1492331351584338;0.21066859409381297;0.11511873865597294;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.0;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.29114835073653533;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.11511873865597294;0.0;0.11511873865597294;0.01468324974140624;0.047799631016701725;0.2052608479739753;0.0;0.21066859409381297;0.39057176820674416;0.11511873865597294;0.036692364793703955;0.0;0.0;0.01468324974140624;0.20709043845653538;0.2052608479739753;0.047799631016701725;0.2515269417723919;0.21066859409381297;0.11511873865597294;0.29114835073653533;0.11511873865597294
GO:0031295;0.047799631016701725;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.28985679281760435;0.2515269417723919;0.0;0.20709043845653538;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.0;0.3546209716205755;0.0;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.28985679281760435;0.2515269417723919;0.12755981097713553;0.2515269417723919;0.047799631016701725;0.0;0.12755981097713553;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.28985679281760435;0.12755981097713553;0.036692364793703955;0.36790732186408515;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.2515269417723919;0.12755981097713553;0.28985679281760435;1.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.12755981097713553;0.0;0.2515269417723919;0.28985679281760435;0.2515269417723919;0.2515269417723919;0.2515269417723919;0.0;0.20709043845653538;0.36790732186408515;0.2515269417723919;0.20709043845653538;0.20709043845653538;0.20709043845653538;0.2515269417723919;0.0;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.0;0.0;0.0;0.20709043845653538;0.4023217335208211;0.0;0.0;0.20709043845653538;0.3546209716205755;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.424039135199054;0.047799631016701725;0.20709043845653538;0.20709043845653538;0.0;0.45963343123648076;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.11511873865597294;0.2515269417723919;0.0;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.2515269417723919;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.28985679281760435;0.12755981097713553;0.036692364793703955;0.0;0.0;0.0;0.20709043845653538;0.047799631016701725;0.047799631016701725;0.424039135199054;0.12755981097713553;0.12755981097713553;0.2515269417723919;0.12755981097713553
GO:1900165;0.13839445927415203;0.18922943134840794;0.0;0.4402956465236597;0.0;0.0;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.042064647228987374;0.12804570306913615;0.0;0.0;0.047799631016701725;0.047799631016701725;0.5864763402836589;0.0;0.4802734889304517;0.047799631016701725;0.0;0.13839445927415203;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.18922943134840794;0.12804570306913615;0.047799631016701725;0.0;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.13839445927415203;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.18922943134840794;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.13839445927415203;0.13839445927415203;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;1.0;0.0;0.0;0.23542160760630382;0.047799631016701725;0.0;0.12804570306913615;0.047799631016701725;0.042064647228987374;0.13839445927415203;0.12804570306913615;0.0;0.0;0.13839445927415203;0.12804570306913615;0.0;0.0;0.0;0.2868411840981557;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.13839445927415203;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.4711624160833075;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.4402956465236597;0.047799631016701725;0.13839445927415203;0.042064647228987374;0.12804570306913615;0.0;0.0;0.047799631016701725;0.047799631016701725;0.23542160760630382;0.19673256925640645;0.0;0.3772119238002075;0.0;0.0;0.13839445927415203;0.13839445927415203;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.0;0.0;0.0;0.0;0.047799631016701725;0.13839445927415203;0.13839445927415203;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725
GO:0048701;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1904646;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.21955571243929653;0.11807622278079505;0.0;0.0;0.11807622278079505;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.3195445505781995;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;1.0;0.01468324974140624;0.0;0.11807622278079505;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.11807622278079505;0.0;0.0;0.11807622278079505;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.21955571243929653;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.26838521347675653;0.01468324974140624;0.0;0.11807622278079505;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.11807622278079505;0.0;0.3195445505781995;0.11807622278079505;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051281;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294;0.042064647228987374;0.01468324974140624;0.0;0.047799631016701725;0.12755981097713553;0.23542160760630382;0.01468324974140624;0.3178431150425771;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.12755981097713553;0.01468324974140624;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.11511873865597294;0.12755981097713553;0.16702085169111647;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.23542160760630382;0.0;0.01468324974140624;1.0;0.12755981097713553;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.0;0.047799631016701725;0.042064647228987374;0.0;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.12755981097713553;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.23542160760630382;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.0;0.12755981097713553;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.11511873865597294;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.12755981097713553;0.3033452914461477;0.19673256925640645;0.01468324974140624;0.23542160760630382;0.0;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.12755981097713553;0.0;0.12755981097713553;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.4270147659500895;0.0;0.0;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.042064647228987374;0.12755981097713553
