;GO:0061178;GO:0014068;GO:0008584;GO:0035162;GO:0046854;GO:0042531;GO:0051091;GO:0071380;GO:0007259;GO:0006687;GO:0000187;GO:0010811;GO:0035556;GO:0086003;GO:0098909;GO:1904343;GO:0002371;GO:1904349;GO:0007268;GO:0007266;GO:0008354;GO:0009967;GO:0046627;GO:0071361;GO:0006605;GO:0001558;GO:0010666;GO:0035669;GO:0086091;GO:0120072;GO:0051259;GO:0051897;GO:0007193;GO:0040015;GO:0035023;GO:0090036;GO:0008284;GO:0043123;GO:0045666;GO:0007595;GO:0038096;GO:0038093;GO:0097067;GO:0000165;GO:0050730;GO:0071277;GO:0010634;GO:0032024;GO:2000650;GO:0060374;GO:2000273;GO:0043410;GO:0001541;GO:0051279;GO:0051310;GO:0010881;GO:0010763;GO:0018108;GO:1904251;GO:1905065;GO:0038111;GO:0002281;GO:0046777;GO:0008542;GO:0003254;GO:0043303;GO:0002320;GO:1902514;GO:0043547;GO:0010739;GO:0097324;GO:0002318;GO:0032762;GO:0010613;GO:0031397;GO:0051209;GO:0071456;GO:0050910;GO:0038109;GO:0050996;GO:0060396;GO:0090303;GO:0035234;GO:0007186;GO:0030183;GO:0031274;GO:0043552;GO:0043278;GO:0046426;GO:0060314;GO:0030217;GO:0007218;GO:0030218;GO:0002327;GO:0010628;GO:0032355;GO:0031663;GO:0010863;GO:0032870;GO:0010469;GO:0018105;GO:0018107;GO:0016567;GO:0030335;GO:0048170;GO:0008360;GO:2001031;GO:0032230;GO:1901842;GO:1901844;GO:0006469;GO:0043687;GO:0045747;GO:1901725;GO:0009968;GO:0048863;GO:0035855;GO:0032469;GO:0032467;GO:0031532;GO:0060333;GO:0007286;GO:1903078;GO:0007565;GO:0007169;GO:0007166;GO:0038162;GO:0002551;GO:0006357;GO:0002026;GO:0030318;GO:0043066;GO:0043065;GO:0030838;GO:0070374;GO:0030032;GO:0070257
GO:0060374;0.0;0.0;0.1302612429746404;0.1302612429746404;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;1.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.22804082589224092;0.0;0.0;0.0;0.01468324974140624;0.22804082589224092;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.1890450431733396;0.01468324974140624;0.4270147659500895;0.0;0.0;0.0;0.0;0.0;0.4270147659500895;0.01468324974140624;0.4828467087500229;0.4270147659500895;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.22804082589224092;0.1890450431733396;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.1890450431733396;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.22804082589224092;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0
GO:2000273;0.16845680521671735;0.25051392497694763;0.0;0.0;0.0;0.25051392497694763;0.23753055021918945;0.0;0.047799631016701725;0.0;0.25051392497694763;0.11511873865597294;0.047799631016701725;0.0;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.0;0.047799631016701725;0.0;0.25051392497694763;0.1786822519641151;0.0;0.0;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.042064647228987374;0.11511873865597294;0.0;0.25051392497694763;0.047799631016701725;0.042064647228987374;0.1786822519641151;0.1786822519641151;0.12755981097713553;0.25051392497694763;0.12755981097713553;0.036692364793703955;0.21066859409381297;0.1492331351584338;0.0;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.24096127213516677;0.17530917548795347;0.0;1.0;0.25051392497694763;0.0;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.042064647228987374;0.23753055021918945;0.25051392497694763;0.0;0.0;0.0;0.1492331351584338;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.21066859409381297;0.0;0.047799631016701725;0.0;0.12755981097713553;0.23753055021918945;0.0;0.1786822519641151;0.1786822519641151;0.0;0.047799631016701725;0.0;0.0;0.11511873865597294;0.0;0.047799631016701725;0.23753055021918945;0.0;0.35499357710737345;0.0;0.0;0.0;0.12755981097713553;0.16845680521671735;0.047799631016701725;0.12755981097713553;0.24096127213516677;0.17530917548795347;0.16845680521671735;0.17530917548795347;0.0;0.25051392497694763;0.17530917548795347;0.1786822519641151;0.0;0.0;0.036692364793703955;0.12755981097713553;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.25051392497694763;0.0;0.11511873865597294
GO:0043410;0.16845680521671735;0.29215307485716907;0.0;0.0;0.0;0.2970121637671333;0.11511873865597294;0.0;0.047799631016701725;0.0;0.35725817352143013;0.11511873865597294;0.047799631016701725;0.0;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.0;0.047799631016701725;0.0;0.25051392497694763;0.1786822519641151;0.0;0.0;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.042064647228987374;0.11511873865597294;0.0;0.29215307485716907;0.047799631016701725;0.042064647228987374;0.2326756683755529;0.2326756683755529;0.12755981097713553;0.29215307485716907;0.12755981097713553;0.036692364793703955;0.21066859409381297;0.1492331351584338;0.0;0.047799631016701725;0.2589137257715929;0.0;0.12755981097713553;0.24096127213516677;0.042064647228987374;0.0;0.25051392497694763;1.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.0;0.10648035217448149;0.12755981097713553;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.042064647228987374;0.036692364793703955;0.29215307485716907;0.0;0.0;0.0;0.1492331351584338;0.23426849400579874;0.047799631016701725;0.0;0.0;0.047799631016701725;0.17111199477934044;0.047799631016701725;0.21066859409381297;0.0;0.047799631016701725;0.0;0.12755981097713553;0.2924564268136258;0.0;0.2326756683755529;0.2326756683755529;0.0;0.047799631016701725;0.0;0.0;0.17825033928423412;0.0;0.047799631016701725;0.036692364793703955;0.0;0.1786822519641151;0.0;0.0;0.0;0.12755981097713553;0.16845680521671735;0.047799631016701725;0.17811780918080672;0.24096127213516677;0.042064647228987374;0.16845680521671735;0.2589137257715929;0.0;0.25051392497694763;0.23426849400579874;0.1786822519641151;0.0;0.0;0.036692364793703955;0.12755981097713553;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.10900961301269105;0.042064647228987374;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.35725817352143013;0.0;0.11511873865597294
GO:0001541;0.0;0.0;0.428153331618382;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2611260707055071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34386328635089514;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.16985210689062205;0.0;0.0;0.0;0.0;0.34386328635089514;0.0;0.2611260707055071;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051279;0.3178431150425771;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.16702085169111647;0.042064647228987374;0.0;0.042064647228987374;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.16702085169111647;0.042064647228987374;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.16702085169111647;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.19673256925640645;0.23542160760630382;0.41903141723965504;0.0;0.047799631016701725;0.047799631016701725;0.0;1.0;0.0;0.561171409305806;0.19673256925640645;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.16702085169111647;0.0;0.0;0.4945683533957729;0.036692364793703955;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.5201685022656286;0.0;0.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.561171409305806;0.0;0.047799631016701725;0.0;0.0;0.042064647228987374;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.0;0.0;0.0;0.19673256925640645;0.16702085169111647;0.16702085169111647;0.047799631016701725;0.047799631016701725;0.4945683533957729;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.16702085169111647;0.047799631016701725;0.0;0.047799631016701725;0.0;0.3178431150425771;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.16702085169111647;0.0;0.047799631016701725;0.047799631016701725;0.16702085169111647;0.047799631016701725;0.0;0.23542160760630382
GO:0051310;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23836258345490577;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14423930631556076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41798950575418226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23836258345490577;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0010881;0.3178431150425771;0.047799631016701725;0.0;0.0;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.24553006275393716;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.24553006275393716;0.01468324974140624;0.16702085169111647;0.4848200193406333;0.0;0.4848200193406333;0.01468324974140624;0.24553006275393716;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.4606771147109871;0.4848200193406333;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.18922943134840794;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.18922943134840794;0.16702085169111647;0.12659489728285286;0.12659489728285286;0.01468324974140624;0.24553006275393716;0.047799631016701725;0.01468324974140624;0.19673256925640645;0.23542160760630382;0.41903141723965504;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.561171409305806;0.0;1.0;0.19673256925640645;0.01468324974140624;0.047799631016701725;0.18922943134840794;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.0;0.16702085169111647;0.01468324974140624;0.01468324974140624;0.4945683533957729;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.0;0.45456902583124836;0.047799631016701725;0.5201685022656286;0.01468324974140624;0.0;0.12659489728285286;0.042064647228987374;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.561171409305806;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.0;0.12659489728285286;0.036692364793703955;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.19673256925640645;0.18922943134840794;0.16702085169111647;0.047799631016701725;0.047799631016701725;0.4945683533957729;0.4606771147109871;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.16702085169111647;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.3178431150425771;0.0;0.12659489728285286;0.12659489728285286;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.4606771147109871;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.16702085169111647;0.047799631016701725;0.01468324974140624;0.23542160760630382
GO:0010763;0.19673256925640645;0.12755981097713553;0.0;0.0;0.0;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.0;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.0;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.0;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.12755981097713553;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.036692364793703955;0.11511873865597294;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.37491855209107455;0.19673256925640645;0.19673256925640645;0.0;0.12755981097713553;0.12755981097713553;0.0;0.19673256925640645;0.0;0.19673256925640645;1.0;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.19673256925640645;0.036692364793703955;0.12755981097713553;0.0;0.0;0.0;0.11511873865597294;0.047799631016701725;0.19673256925640645;0.0;0.0;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.11511873865597294;0.0;0.047799631016701725;0.0;0.12755981097713553;0.12755981097713553;0.0;0.047799631016701725;0.19673256925640645;0.0;0.047799631016701725;0.0;0.0;0.11511873865597294;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.0;0.0;0.0;0.37491855209107455;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.19673256925640645;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.0;0.036692364793703955;0.12755981097713553;0.0;0.047799631016701725;0.0;0.19673256925640645;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.0;0.19673256925640645
GO:0018108;0.0;0.0;0.0;0.0;0.2794464493768247;0.0;0.0;0.01468324974140624;0.01468324974140624;0.1237146889194086;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.30379685991921485;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;1.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.30379685991921485;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.30783551572057777;0.30783551572057777;0.18032682375526765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18032682375526765;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0
GO:1904251;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.10648035217448149;0.10648035217448149;0.0;0.047799631016701725;0.0;0.10648035217448149;0.042064647228987374;0.047799631016701725;0.0;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.10648035217448149;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.10648035217448149;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;1.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.042064647228987374;0.036692364793703955;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.10648035217448149;0.047799631016701725;0.0;0.0;0.047799631016701725;0.39882463755424497;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.0;0.047799631016701725;0.39882463755424497;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.09795404577404272;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.38293538010001654;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.10648035217448149;0.0;0.047799631016701725;0.10648035217448149;0.047799631016701725;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.0;0.042064647228987374;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.10648035217448149;0.042064647228987374;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.10648035217448149;0.0;0.042064647228987374
GO:1905065;0.047799631016701725;0.12755981097713553;0.0;0.0;0.0;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.0;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.0;0.042064647228987374;0.24944431948534626;0.0;0.24944431948534626;0.0;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.18922943134840794;0.24944431948534626;0.0;0.12755981097713553;0.047799631016701725;0.20397374928165476;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.30379685991921485;0.036692364793703955;0.11511873865597294;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.24944431948534626;0.12755981097713553;0.042064647228987374;0.0;0.12755981097713553;0.12755981097713553;0.0;0.047799631016701725;0.0;0.18922943134840794;0.12755981097713553;0.0;0.047799631016701725;1.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.042064647228987374;0.036692364793703955;0.12755981097713553;0.0;0.0;0.0;0.24944431948534626;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.11511873865597294;0.0;0.047799631016701725;0.0;0.12755981097713553;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.11511873865597294;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.30379685991921485;0.20397374928165476;0.12755981097713553;0.12755981097713553;0.042064647228987374;0.18922943134840794;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.0;0.036692364793703955;0.12755981097713553;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.18922943134840794;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.0;0.24944431948534626
GO:0038111;0.047799631016701725;0.047799631016701725;0.0;0.0;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.12659489728285286;0.01468324974140624;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.2052608479739753;0.2052608479739753;0.01468324974140624;0.12659489728285286;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.12659489728285286;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;1.0;0.01468324974140624;0.01468324974140624;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.0;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.0;0.338483172736548;0.042064647228987374;0.2052608479739753;0.042064647228987374;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.0;0.2052608479739753;0.036692364793703955;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.338483172736548;0.01468324974140624;0.042064647228987374;0.0;0.2052608479739753;0.2052608479739753;0.338483172736548;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.042064647228987374
