;GO:0006281;GO:0035563;GO:0006284;GO:0007131;GO:0007099;GO:0006283;GO:0033262;GO:0000578;GO:0000731;GO:0001701;GO:0045893;GO:0000060;GO:0032201;GO:0071897;GO:0001947;GO:0019886;GO:0071539;GO:0034502;GO:0090502;GO:0006296;GO:0006293;GO:0006294;GO:0006297;GO:0007265;GO:0006298;GO:0006974;GO:0060236;GO:0006334;GO:0000076;GO:0071364;GO:2000001;GO:0070317;GO:2001178;GO:0010389;GO:0035264;GO:0006260;GO:1900034;GO:0008285;GO:0008284;GO:0006261;GO:0042276;GO:0006267;GO:1902975;GO:1904117;GO:0046599;GO:0006303;GO:0006268;GO:0006269;GO:1902977;GO:0006302;GO:0002455;GO:0006813;GO:0060707;GO:0051383;GO:0000281;GO:0048146;GO:0032147;GO:0031297;GO:0070987;GO:1902065;GO:0006270;GO:0006273;GO:1902981;GO:0000727;GO:0031571;GO:0006272;GO:0000724;GO:0007089;GO:0042325;GO:0071548;GO:0051315;GO:0090656;GO:0021915;GO:0072708;GO:1905342;GO:1905341;GO:0030071;GO:1902990;GO:0007052;GO:0036297;GO:0060968;GO:0098535;GO:0071732;GO:0016572;GO:0010971;GO:0045739;GO:1904385;GO:0045737;GO:0000706;GO:1901796;GO:0007224;GO:0008156;GO:0030855;GO:0071163;GO:0032355;GO:0018105;GO:0016567;GO:0090307;GO:0008360;GO:0032077;GO:0030174;GO:0045740;GO:0006468;GO:0000122;GO:0051984;GO:0097421;GO:0006977;GO:0000086;GO:0031938;GO:0000083;GO:0032508;GO:0000082;GO:0071353;GO:0034644;GO:0070301;GO:0032467;GO:0045190;GO:0033314;GO:0042769;GO:0010571;GO:1900087;GO:1905775;GO:0046601;GO:0034080;GO:1902426;GO:0097711;GO:0043066;GO:0006909;GO:0071466;GO:0010569;GO:0032298;GO:2000105
GO:0006270;0.875;0.0;0.8235294117647058;0.1111111111111111;0.13333333333333333;0.7777777777777778;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.47058823529411764;0.875;0.0;0.0;0.0;0.0;0.7058823529411765;0.7058823529411765;0.0;0.125;0.75;0.125;0.8235294117647058;0.3076923076923077;0.0;0.125;0.23529411764705882;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.875;0.0;0.0;0.0;0.8235294117647058;0.42105263157894735;0.1111111111111111;0.631578947368421;0.11764705882352941;0.0;0.7777777777777778;0.11764705882352941;0.47058823529411764;0.11764705882352941;0.8235294117647058;0.0;0.0;0.14285714285714285;0.2857142857142857;0.14285714285714285;0.0;0.0;0.7058823529411765;0.42105263157894735;0.0;1.0;0.6666666666666666;0.6;0.7368421052631579;0.1;0.6666666666666666;0.7777777777777778;0.0;0.0;0.0;0.15384615384615385;0.7058823529411765;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.125;0.8235294117647058;0.0;0.125;0.26666666666666666;0.11764705882352941;0.0;0.0;0.11764705882352941;0.0;0.7058823529411765;0.0;0.13333333333333333;0.0;0.15384615384615385;0.125;0.0;0.5555555555555556;0.5555555555555556;0.11764705882352941;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.0;0.1;0.14285714285714285;0.0;0.10526315789473684;0.25;0.14285714285714285;0.26666666666666666;0.125;0.26666666666666666;0.0;0.09523809523809523;0.1;0.14285714285714285;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.14285714285714285;0.0;0.0;0.3076923076923077;0.0;0.0;0.0
GO:0006273;0.7777777777777778;0.0;0.7368421052631579;0.1;0.11764705882352941;0.7;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.42105263157894735;0.7777777777777778;0.0;0.0;0.0;0.0;0.7368421052631579;0.631578947368421;0.0;0.1111111111111111;0.6666666666666666;0.1111111111111111;0.7368421052631579;0.26666666666666666;0.0;0.1111111111111111;0.21052631578947367;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.7777777777777778;0.0;0.0;0.0;0.7368421052631579;0.38095238095238093;0.1;0.5714285714285714;0.10526315789473684;0.0;0.7;0.10526315789473684;0.42105263157894735;0.10526315789473684;0.7368421052631579;0.0;0.0;0.125;0.25;0.125;0.0;0.0;0.631578947368421;0.38095238095238093;0.0;0.6666666666666666;1.0;0.5454545454545454;0.6666666666666666;0.09090909090909091;0.6;0.7;0.0;0.0;0.0;0.13333333333333333;0.631578947368421;0.0;0.0;0.0;0.0;0.0;0.6;0.1111111111111111;0.7368421052631579;0.0;0.1111111111111111;0.23529411764705882;0.10526315789473684;0.0;0.0;0.10526315789473684;0.0;0.631578947368421;0.0;0.11764705882352941;0.0;0.13333333333333333;0.1111111111111111;0.0;0.5;0.5;0.10526315789473684;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.09090909090909091;0.125;0.0;0.09523809523809523;0.2222222222222222;0.125;0.23529411764705882;0.1111111111111111;0.23529411764705882;0.0;0.08695652173913043;0.09090909090909091;0.125;0.0;0.0;0.0;0.0;0.1;0.0;0.125;0.0;0.0;0.26666666666666666;0.0;0.0;0.0
GO:1902981;0.7;0.0;0.6666666666666666;0.09090909090909091;0.10526315789473684;0.6363636363636364;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.38095238095238093;0.7;0.0;0.0;0.0;0.0;0.5714285714285714;0.5714285714285714;0.0;0.1;0.6;0.1;0.6666666666666666;0.23529411764705882;0.0;0.1;0.19047619047619047;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.6666666666666666;0.34782608695652173;0.09090909090909091;0.5217391304347826;0.09523809523809523;0.0;0.6363636363636364;0.09523809523809523;0.38095238095238093;0.09523809523809523;0.6666666666666666;0.0;0.0;0.1111111111111111;0.2222222222222222;0.1111111111111111;0.0;0.0;0.5714285714285714;0.34782608695652173;0.0;0.6;0.5454545454545454;1.0;0.6086956521739131;0.08333333333333333;0.36363636363636365;0.6363636363636364;0.0;0.0;0.0;0.47058823529411764;0.38095238095238093;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.1;0.6666666666666666;0.0;0.1;0.21052631578947367;0.09523809523809523;0.0;0.0;0.09523809523809523;0.0;0.38095238095238093;0.0;0.10526315789473684;0.0;0.11764705882352941;0.3;0.0;0.45454545454545453;0.45454545454545453;0.38095238095238093;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.3333333333333333;0.1111111111111111;0.0;0.34782608695652173;0.2;0.1111111111111111;0.21052631578947367;0.1;0.21052631578947367;0.0;0.08;0.08333333333333333;0.1111111111111111;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.1111111111111111;0.0;0.0;0.23529411764705882;0.0;0.0;0.0
GO:0000727;0.8421052631578947;0.0;0.8;0.7619047619047619;0.2222222222222222;0.7619047619047619;0.0;0.0;0.7;0.0;0.0;0.0;0.7;0.7368421052631579;0.0;0.0;0.0;0.0;0.6;0.6;0.0;0.21052631578947367;0.7368421052631579;0.21052631578947367;0.8;0.625;0.0;0.21052631578947367;0.2;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.7368421052631579;0.0;0.0;0.0;0.7;0.7272727272727273;0.19047619047619047;0.6363636363636364;0.3;0.0;0.8571428571428571;0.2;0.7;0.2;0.9;0.21052631578947367;0.0;0.11764705882352941;0.23529411764705882;0.23529411764705882;0.0;0.0;0.7;0.7272727272727273;0.2222222222222222;0.7368421052631579;0.6666666666666666;0.6086956521739131;1.0;0.43478260869565216;0.6666666666666666;0.9523809523809523;0.0;0.0;0.2;0.25;0.7;0.0;0.23529411764705882;0.0;0.0;0.0;0.6666666666666666;0.21052631578947367;0.8;0.0;0.21052631578947367;0.4444444444444444;0.2;0.0;0.0;0.3;0.0;0.7;0.0;0.2222222222222222;0.0;0.125;0.21052631578947367;0.23529411764705882;0.47619047619047616;0.47619047619047616;0.2;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.0;0.0;0.43478260869565216;0.23529411764705882;0.0;0.18181818181818182;0.21052631578947367;0.23529411764705882;0.3333333333333333;0.3157894736842105;0.4444444444444444;0.0;0.6666666666666666;0.17391304347826086;0.5882352941176471;0.0;0.0;0.0;0.0;0.19047619047619047;0.0;0.23529411764705882;0.0;0.0;0.375;0.0;0.0;0.0
GO:0031571;0.5;0.1111111111111111;0.47619047619047616;0.09090909090909091;0.10526315789473684;0.45454545454545453;0.09090909090909091;0.0;0.09523809523809523;0.0;0.08695652173913043;0.0;0.09523809523809523;0.2;0.0;0.0;0.0;0.0;0.09523809523809523;0.09523809523809523;0.1;0.1;0.1;0.1;0.47619047619047616;0.5882352941176471;0.5454545454545454;0.1;0.7619047619047619;0.10526315789473684;0.1;0.7;0.1;0.7619047619047619;0.0;0.2;0.10526315789473684;0.1111111111111111;0.1111111111111111;0.19047619047619047;0.08695652173913043;0.09090909090909091;0.08695652173913043;0.09523809523809523;0.08695652173913043;0.45454545454545453;0.09523809523809523;0.09523809523809523;0.09523809523809523;0.47619047619047616;0.1;0.0;0.1111111111111111;0.2222222222222222;0.1111111111111111;0.10526315789473684;0.08333333333333333;0.09523809523809523;0.08695652173913043;0.10526315789473684;0.1;0.09090909090909091;0.08333333333333333;0.43478260869565216;1.0;0.09090909090909091;0.45454545454545453;0.782608695652174;0.1;0.09523809523809523;0.11764705882352941;0.09523809523809523;0.0;0.1111111111111111;0.1;0.1;0.6956521739130435;0.09090909090909091;0.1;0.47619047619047616;0.10526315789473684;0.1;0.21052631578947367;0.09523809523809523;0.7272727272727273;0.09523809523809523;0.09523809523809523;0.08;0.09523809523809523;0.1;0.10526315789473684;0.09523809523809523;0.11764705882352941;0.1;0.1111111111111111;0.18181818181818182;0.18181818181818182;0.09523809523809523;0.10526315789473684;0.09523809523809523;0.09090909090909091;0.09523809523809523;0.2;0.08333333333333333;0.1111111111111111;0.0;0.08333333333333333;0.1111111111111111;0.08333333333333333;0.08695652173913043;0.2;0.1111111111111111;0.21052631578947367;0.1;0.21052631578947367;0.1;0.08;0.08333333333333333;0.1111111111111111;0.08695652173913043;0.8181818181818182;0.09090909090909091;0.08333333333333333;0.09090909090909091;0.5384615384615384;0.1111111111111111;0.1;0.0;0.23529411764705882;0.09090909090909091;0.08695652173913043;0.09090909090909091
GO:0006272;0.7777777777777778;0.0;0.7368421052631579;0.1;0.11764705882352941;0.7;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.42105263157894735;0.7777777777777778;0.0;0.0;0.0;0.0;0.7368421052631579;0.631578947368421;0.0;0.1111111111111111;0.6666666666666666;0.1111111111111111;0.7368421052631579;0.26666666666666666;0.0;0.1111111111111111;0.21052631578947367;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.7777777777777778;0.0;0.0;0.0;0.7368421052631579;0.38095238095238093;0.1;0.5714285714285714;0.10526315789473684;0.0;0.7;0.10526315789473684;0.42105263157894735;0.10526315789473684;0.7368421052631579;0.0;0.0;0.125;0.25;0.125;0.0;0.0;0.631578947368421;0.38095238095238093;0.0;0.6666666666666666;0.6;0.36363636363636365;0.6666666666666666;0.09090909090909091;1.0;0.7;0.0;0.0;0.0;0.13333333333333333;0.631578947368421;0.0;0.0;0.0;0.0;0.0;0.6;0.1111111111111111;0.7368421052631579;0.0;0.1111111111111111;0.23529411764705882;0.10526315789473684;0.0;0.0;0.10526315789473684;0.0;0.631578947368421;0.0;0.11764705882352941;0.0;0.13333333333333333;0.1111111111111111;0.0;0.5;0.5;0.10526315789473684;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.09090909090909091;0.125;0.0;0.09523809523809523;0.2222222222222222;0.125;0.23529411764705882;0.1111111111111111;0.23529411764705882;0.0;0.08695652173913043;0.09090909090909091;0.125;0.0;0.0;0.0;0.0;0.1;0.0;0.125;0.0;0.0;0.26666666666666666;0.0;0.0;0.0
GO:0000724;0.8888888888888888;0.0;0.8421052631578947;0.8;0.23529411764705882;0.8;0.0;0.0;0.7368421052631579;0.0;0.0;0.0;0.7368421052631579;0.7777777777777778;0.0;0.0;0.0;0.0;0.631578947368421;0.631578947368421;0.0;0.2222222222222222;0.7777777777777778;0.2222222222222222;0.8421052631578947;0.6666666666666666;0.0;0.2222222222222222;0.21052631578947367;0.35294117647058826;0.0;0.0;0.0;0.0;0.0;0.7777777777777778;0.0;0.0;0.0;0.7368421052631579;0.7619047619047619;0.2;0.6666666666666666;0.3157894736842105;0.0;0.9;0.21052631578947367;0.7368421052631579;0.21052631578947367;0.9473684210526315;0.2222222222222222;0.0;0.125;0.25;0.25;0.0;0.0;0.7368421052631579;0.7619047619047619;0.23529411764705882;0.7777777777777778;0.7;0.6363636363636364;0.9523809523809523;0.45454545454545453;0.7;1.0;0.0;0.0;0.21052631578947367;0.26666666666666666;0.7368421052631579;0.0;0.25;0.0;0.0;0.0;0.7;0.2222222222222222;0.8421052631578947;0.0;0.2222222222222222;0.47058823529411764;0.21052631578947367;0.0;0.0;0.3157894736842105;0.0;0.7368421052631579;0.0;0.23529411764705882;0.0;0.13333333333333333;0.2222222222222222;0.25;0.5;0.5;0.21052631578947367;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.45454545454545453;0.25;0.0;0.19047619047619047;0.2222222222222222;0.25;0.35294117647058826;0.3333333333333333;0.47058823529411764;0.0;0.6956521739130435;0.18181818181818182;0.625;0.0;0.0;0.0;0.0;0.2;0.0;0.25;0.0;0.0;0.4;0.0;0.0;0.0
GO:0007089;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.36363636363636365;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5263157894736842;0.0;0.0;0.10526315789473684;0.0;0.0;0.5714285714285714;0.0;0.5;0.0;0.5263157894736842;0.631578947368421;0.5263157894736842;0.8;0.0;0.0;0.4444444444444444;0.47058823529411764;0.5882352941176471;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.43478260869565216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.782608695652174;0.0;0.0;1.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.3157894736842105;0.7272727272727273;0.09523809523809523;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.8571428571428571;0.5;0.0;0.5;0.0;0.42105263157894735;0.4444444444444444;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.5;0.38095238095238093;0.5;0.0;0.34782608695652173;0.5882352941176471;0.0;0.782608695652174;0.0;0.34782608695652173;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.7368421052631579;0.0;0.6956521739130435;0.0;0.6363636363636364;0.9523809523809523;0.38095238095238093;0.6086956521739131;0.0;0.72;0.0;0.42105263157894735;0.0;0.0;0.38095238095238093;0.45454545454545453;0.47619047619047616
GO:0042325;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.5263157894736842;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.125;0.0;0.0;0.4444444444444444;0.0;0.47058823529411764;0.0;0.5;0.5;0.5;0.47058823529411764;0.0;0.0;0.5333333333333333;0.5714285714285714;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5333333333333333;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.42105263157894735;1.0;0.0;0.0;0.0;0.0;0.0;0.375;0.375;0.42105263157894735;0.1111111111111111;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.4444444444444444;0.5882352941176471;0.0;0.7619047619047619;0.0;0.5;0.5333333333333333;0.5882352941176471;0.0;0.0;0.0;0.0;0.0;0.0;0.5333333333333333;0.5882352941176471;0.5555555555555556;0.5882352941176471;0.0;0.5;0.5714285714285714;0.0;0.4;0.0;0.4;0.5263157894736842;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.1;0.0;0.42105263157894735;0.4444444444444444;0.4444444444444444;0.4;0.0;0.36363636363636365;0.0;0.5;0.0;0.0;0.5555555555555556;0.5263157894736842;0.5555555555555556
GO:0071548;0.23529411764705882;0.0;0.2222222222222222;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.2857142857142857;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4444444444444444;0.0;0.21052631578947367;0.0;0.0;0.0;0.2222222222222222;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.5;0.0;0.0;0.0;0.2;0.09523809523809523;0.0;0.21052631578947367;0.0;0.0;1.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.5;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.5;0.23529411764705882;0.5;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0
GO:0051315;0.3076923076923077;0.0;0.2857142857142857;0.13333333333333333;0.16666666666666666;0.26666666666666666;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.42857142857142855;0.3076923076923077;0.0;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.15384615384615385;0.15384615384615385;0.15384615384615385;0.2857142857142857;0.4;0.0;0.15384615384615385;0.2857142857142857;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.2857142857142857;0.125;0.13333333333333333;0.125;0.14285714285714285;0.0;0.26666666666666666;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.2857142857142857;0.0;0.0;0.18181818181818182;0.36363636363636365;0.18181818181818182;0.0;0.0;0.14285714285714285;0.125;0.0;0.15384615384615385;0.13333333333333333;0.47058823529411764;0.25;0.11764705882352941;0.13333333333333333;0.26666666666666666;0.0;0.0;0.0;1.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.15384615384615385;0.2857142857142857;0.0;0.15384615384615385;0.3333333333333333;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.2;0.15384615384615385;0.0;0.26666666666666666;0.26666666666666666;0.14285714285714285;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.11764705882352941;0.18181818181818182;0.0;0.125;0.3076923076923077;0.18181818181818182;0.3333333333333333;0.15384615384615385;0.3333333333333333;0.0;0.1111111111111111;0.11764705882352941;0.18181818181818182;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.18181818181818182;0.0;0.0;0.4;0.0;0.0;0.0
GO:0090656;0.8235294117647058;0.0;0.7777777777777778;0.10526315789473684;0.125;0.7368421052631579;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.4444444444444444;0.8235294117647058;0.0;0.0;0.0;0.0;0.6666666666666666;0.6666666666666666;0.0;0.11764705882352941;0.7058823529411765;0.11764705882352941;0.7777777777777778;0.2857142857142857;0.0;0.11764705882352941;0.2222222222222222;0.125;0.0;0.0;0.0;0.0;0.0;0.8235294117647058;0.0;0.0;0.0;0.7777777777777778;0.4;0.10526315789473684;0.6;0.1111111111111111;0.0;0.7368421052631579;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.7777777777777778;0.0;0.0;0.13333333333333333;0.4;0.13333333333333333;0.0;0.0;0.6666666666666666;0.4;0.0;0.7058823529411765;0.631578947368421;0.38095238095238093;0.7;0.09523809523809523;0.631578947368421;0.7368421052631579;0.0;0.0;0.0;0.14285714285714285;1.0;0.0;0.0;0.0;0.0;0.0;0.631578947368421;0.11764705882352941;0.7777777777777778;0.0;0.11764705882352941;0.25;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.6666666666666666;0.0;0.125;0.0;0.14285714285714285;0.11764705882352941;0.0;0.5263157894736842;0.5263157894736842;0.1111111111111111;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.0;0.0;0.09523809523809523;0.13333333333333333;0.0;0.1;0.35294117647058826;0.13333333333333333;0.25;0.11764705882352941;0.25;0.0;0.09090909090909091;0.09523809523809523;0.13333333333333333;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.13333333333333333;0.0;0.0;0.2857142857142857;0.0;0.0;0.0
GO:0021915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0072708;0.2857142857142857;0.0;0.26666666666666666;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.36363636363636365;0.0;0.0;0.0;0.6153846153846154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.5333333333333333;0.0;0.25;0.0;0.0;0.0;0.26666666666666666;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.6153846153846154;0.0;0.0;0.0;0.23529411764705882;0.1111111111111111;0.0;0.25;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.6153846153846154;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.6153846153846154;0.2857142857142857;0.6153846153846154;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0
GO:1905342;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.42105263157894735;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.125;0.0;0.0;0.3333333333333333;0.0;0.11764705882352941;0.0;0.375;0.375;0.5;0.35294117647058826;0.0;0.0;0.4;0.42857142857142855;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5333333333333333;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.42105263157894735;0.375;0.0;0.0;0.0;0.0;0.0;1.0;0.875;0.3157894736842105;0.1111111111111111;0.0;0.0;0.4;0.0;0.0;0.0;0.4444444444444444;0.47058823529411764;0.0;0.38095238095238093;0.0;0.375;0.13333333333333333;0.35294117647058826;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.47058823529411764;0.3333333333333333;0.47058823529411764;0.0;0.3;0.5714285714285714;0.0;0.3;0.0;0.3;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.1;0.0;0.42105263157894735;0.4444444444444444;0.2222222222222222;0.4;0.0;0.36363636363636365;0.0;0.375;0.0;0.0;0.3333333333333333;0.42105263157894735;0.4444444444444444
GO:1905341;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.3157894736842105;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.125;0.0;0.0;0.3333333333333333;0.0;0.47058823529411764;0.0;0.375;0.5;0.375;0.35294117647058826;0.0;0.0;0.4;0.5714285714285714;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.3157894736842105;0.375;0.0;0.0;0.0;0.0;0.0;0.875;1.0;0.3157894736842105;0.1111111111111111;0.0;0.0;0.4;0.0;0.0;0.0;0.3333333333333333;0.35294117647058826;0.0;0.2857142857142857;0.0;0.375;0.13333333333333333;0.47058823529411764;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.35294117647058826;0.3333333333333333;0.35294117647058826;0.0;0.4;0.42857142857142855;0.0;0.4;0.0;0.3;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.1;0.0;0.3157894736842105;0.3333333333333333;0.4444444444444444;0.3;0.0;0.36363636363636365;0.0;0.5;0.0;0.0;0.3333333333333333;0.3157894736842105;0.3333333333333333
GO:0030071;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.36363636363636365;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.10526315789473684;0.0;0.0;0.5714285714285714;0.0;0.5;0.0;0.5263157894736842;0.631578947368421;0.42105263157894735;0.8;0.0;0.0;0.4444444444444444;0.47058823529411764;0.47058823529411764;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.34782608695652173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6956521739130435;0.0;0.0;0.7272727272727273;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.3157894736842105;0.3157894736842105;1.0;0.09523809523809523;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.7619047619047619;0.4;0.0;0.4166666666666667;0.0;0.42105263157894735;0.4444444444444444;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.4;0.38095238095238093;0.4;0.0;0.34782608695652173;0.5882352941176471;0.0;0.6956521739130435;0.0;0.6086956521739131;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.631578947368421;0.0;0.6956521739130435;0.0;0.5454545454545454;0.7619047619047619;0.6666666666666666;0.5217391304347826;0.0;0.88;0.0;0.42105263157894735;0.0;0.0;0.38095238095238093;0.36363636363636365;0.38095238095238093
