;GO:2000480;GO:0033144;GO:0034199;GO:1904695;GO:0051491;GO:1901224;GO:0051091;GO:0002363;GO:0090051;GO:0006686;GO:0007016;GO:0021795;GO:0003334;GO:0030307;GO:0001666;GO:0071377;GO:0010812;GO:0001947;GO:0001829;GO:0042789;GO:0038027;GO:1904504;GO:0045773;GO:0007266;GO:0009725;GO:0003100;GO:0009967;GO:0051016;GO:2000406;GO:0048010;GO:0051893;GO:0097498;GO:0048015;GO:0051496;GO:0048013;GO:0070830;GO:0071803;GO:0051017;GO:0035385;GO:0070507;GO:0060261;GO:0008285;GO:0090398;GO:0046512;GO:0051150;GO:0043123;GO:0048812;GO:0046513;GO:0043124;GO:0046511;GO:0046638;GO:0043525;GO:1903427;GO:0048538;GO:0043524;GO:2000811;GO:0060947;GO:0071277;GO:0045792;GO:0051384;GO:0030521;GO:0016579;GO:0090324;GO:1903673;GO:0048821;GO:0048666;GO:0005980;GO:0061621;GO:0005978;GO:0030517;GO:0010764;GO:0003091;GO:0045727;GO:0007179;GO:0002042;GO:0046016;GO:0043542;GO:0008306;GO:0043149;GO:0043547;GO:0003257;GO:0009749;GO:0010735;GO:0071333;GO:0030220;GO:0016055;GO:0055003;GO:0060292;GO:0007186;GO:0045214;GO:0003382;GO:1900222;GO:0043312;GO:0021861;GO:0007616;GO:0043280;GO:0001998;GO:0051056;GO:0010628;GO:0030336;GO:0090307;GO:0008360;GO:0019934;GO:0046716;GO:0033561;GO:1902894;GO:0022028;GO:0043200;GO:0046039;GO:1902895;GO:1904837;GO:0045987;GO:0000122;GO:0050773;GO:0045471;GO:0050771;GO:0050772;GO:0001569;GO:0043297;GO:0045198;GO:0035855;GO:0019388;GO:0060071;GO:1990869;GO:0060193;GO:0031532;GO:0032467;GO:0060693;GO:0006351;GO:0031098;GO:0060218;GO:0006357;GO:0090090;GO:0071222;GO:0030838;GO:0071346;GO:0030950;GO:0030036;GO:0071902
GO:0046512;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.5409018546179208;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.16878873677315923;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;1.0;0.0;0.0;0.01468324974140624;0.5409018546179208;0.0;0.7547430484711148;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.1237146889194086;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.3470943476572304;0.14450116634992752;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.2355376372194388;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.2355376372194388;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.16878873677315923;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0
GO:0051150;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.20397374928165476;0.0;0.036692364793703955;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.2410224993701646;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;1.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.2410224993701646;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.2410224993701646;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.20397374928165476;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.2410224993701646;0.0;0.2410224993701646;0.2410224993701646;0.0;0.0;0.0;0.0;0.0;0.20397374928165476;0.0;0.036692364793703955;0.0;0.047799631016701725;0.20397374928165476;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725
GO:0043123;0.047799631016701725;0.1786822519641151;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.29215307485716907;0.11511873865597294;0.0;0.047799631016701725;0.0;0.036692364793703955;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.0;0.036692364793703955;0.25051392497694763;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.0;0.047799631016701725;1.0;0.0;0.0;0.45069064296268346;0.0;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.12755981097713553;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.0;0.036692364793703955;0.12755981097713553;0.0;0.12755981097713553;0.036692364793703955;0.0;0.047799631016701725;0.0;0.16845680521671735;0.047799631016701725;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.12755981097713553;0.036692364793703955;0.2326756683755529;0.11511873865597294;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.0;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.0;0.12755981097713553;0.042064647228987374;0.0;0.047799631016701725;0.0;0.047799631016701725;0.1786822519641151;0.0;0.12755981097713553;0.0;0.0;0.0;0.12755981097713553
GO:0048812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1890450431733396;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.1890450431733396;0.0;0.0;0.01468324974140624;0.0;0.25905973592202725;0.1890450431733396;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.12408495164008174;0.0;0.01468324974140624;0.0;0.25905973592202725;0.01468324974140624;0.0;0.01468324974140624;0.12408495164008174;0.0;0.12408495164008174;0.01468324974140624;0.0;0.0;0.0;0.1890450431733396;0.01468324974140624;0.0;0.0;1.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.1890450431733396;0.01468324974140624;0.12408495164008174;0.0;0.01468324974140624;0.01468324974140624;0.0;0.12408495164008174;0.1890450431733396;0.1890450431733396;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.12408495164008174;0.0;0.0;0.0;0.0;0.01468324974140624;0.1890450431733396;0.01468324974140624;0.1302612429746404;0.0;0.01468324974140624;0.12408495164008174;0.3740154107438239;0.0;0.01468324974140624;0.1890450431733396;0.0;0.0;0.0;0.0;0.0;0.0;0.12408495164008174;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12408495164008174;0.0;0.0;0.0;0.0;0.0;0.0;0.25905973592202725;0.12408495164008174;0.1890450431733396;0.1890450431733396;0.0;0.01468324974140624;0.01468324974140624;0.0;0.12408495164008174;0.0;0.0;0.01468324974140624;0.01468324974140624;0.1890450431733396;0.0;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.12408495164008174;0.12408495164008174;0.0
GO:0046513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.5409018546179208;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.16878873677315923;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.5409018546179208;0.0;0.0;0.01468324974140624;1.0;0.0;0.5409018546179208;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.1237146889194086;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.2990439313269274;0.14450116634992752;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.12826917739045696;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.16878873677315923;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0
GO:0043124;0.13839445927415203;0.274741083875601;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.2326756683755529;0.047799631016701725;0.0;0.13839445927415203;0.0;0.036692364793703955;0.0;0.0;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.036692364793703955;0.1786822519641151;0.13839445927415203;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.0;0.0;0.047799631016701725;0.45069064296268346;0.0;0.0;1.0;0.0;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.0;0.13839445927415203;0.13839445927415203;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.13839445927415203;0.0;0.0;0.0;0.0;0.0;0.0;0.13839445927415203;0.13839445927415203;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.0;0.2667969813617204;0.047799631016701725;0.0;0.0;0.12804570306913615;0.0;0.0;0.0;0.047799631016701725;0.036692364793703955;0.2326756683755529;0.042064647228987374;0.13839445927415203;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.13839445927415203;0.0;0.0;0.0;0.047799631016701725;0.0;0.042064647228987374;0.13839445927415203;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.0;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.0;0.047799631016701725;0.274741083875601;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725
GO:0046511;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.5409018546179208;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.16878873677315923;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.7547430484711148;0.0;0.0;0.01468324974140624;0.5409018546179208;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.1237146889194086;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.3470943476572304;0.14450116634992752;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.2355376372194388;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.2355376372194388;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.16878873677315923;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0
GO:0046638;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.24944431948534626;0.12755981097713553;0.12755981097713553;0.11511873865597294;0.0;0.23094064297706635;0.0;0.036692364793703955;0.0;0.0;0.12755981097713553;0.0;0.0;0.340893655699179;0.0;0.0;0.0;0.047799631016701725;0.12755981097713553;0.30379685991921485;0.047799631016701725;0.0;0.036692364793703955;0.12755981097713553;0.047799631016701725;0.28985679281760435;0.047799631016701725;0.340893655699179;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.0;0.2410224993701646;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;1.0;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.2410224993701646;0.047799631016701725;0.036692364793703955;0.12755981097713553;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.0;0.036692364793703955;0.12755981097713553;0.0;0.12755981097713553;0.036692364793703955;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.18922943134840794;0.0;0.0;0.0;0.12755981097713553;0.036692364793703955;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.0;0.20397374928165476;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.0;0.24944431948534626;0.047799631016701725;0.2410224993701646;0.0;0.2410224993701646;0.30379685991921485;0.0;0.0;0.0;0.0;0.0;0.23094064297706635;0.0;0.036692364793703955;0.0;0.12755981097713553;0.23094064297706635;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.0;0.12755981097713553
GO:0043525;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.12755981097713553;0.11511873865597294;0.0;0.047799631016701725;0.0;0.036692364793703955;0.0;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.0;0.036692364793703955;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.0;0.047799631016701725;0.12755981097713553;0.0;0.0;0.047799631016701725;0.0;0.12755981097713553;1.0;0.047799631016701725;0.0;0.46173155799856486;0.24871540093336741;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.12755981097713553;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.0;0.036692364793703955;0.12755981097713553;0.0;0.12755981097713553;0.036692364793703955;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.34744047351381185;0.036692364793703955;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.0;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.0;0.12755981097713553;0.042064647228987374;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.0;0.12755981097713553
GO:1903427;0.198940861166088;0.13839445927415203;0.10577604256148812;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.14052726254022924;0.0;0.13839445927415203;0.0;0.036692364793703955;0.0;0.0;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.0;0.0;0.047799631016701725;0.10577604256148812;0.047799631016701725;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.14052726254022924;0.13839445927415203;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.047799631016701725;0.047799631016701725;1.0;0.0;0.13839445927415203;0.13839445927415203;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.198940861166088;0.0;0.0;0.0;0.0;0.0;0.0;0.13839445927415203;0.13839445927415203;0.036692364793703955;0.14052726254022924;0.047799631016701725;0.0;0.14052726254022924;0.0;0.0;0.0;0.036692364793703955;0.14052726254022924;0.0;0.14052726254022924;0.036692364793703955;0.0;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725;0.0;0.0;0.12804570306913615;0.0;0.0;0.0;0.10577604256148812;0.036692364793703955;0.047799631016701725;0.09795404577404272;0.13839445927415203;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.2479916404201316;0.0;0.0;0.0;0.14052726254022924;0.0;0.042064647228987374;0.2479916404201316;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.0;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.0;0.14052726254022924;0.13839445927415203;0.0;0.047799631016701725;0.0;0.0;0.0;0.10577604256148812
GO:0048538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.1302612429746404;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.1302612429746404;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043524;0.13839445927415203;0.13839445927415203;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.13839445927415203;0.0;0.036692364793703955;0.0;0.0;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.047799631016701725;0.46173155799856486;0.13839445927415203;0.0;1.0;0.304136849461119;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.13839445927415203;0.0;0.0;0.0;0.0;0.0;0.0;0.13839445927415203;0.13839445927415203;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725;0.0;0.0;0.12804570306913615;0.0;0.0;0.0;0.24871540093336741;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.13839445927415203;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.13839445927415203;0.0;0.0;0.0;0.047799631016701725;0.0;0.042064647228987374;0.13839445927415203;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.036692364793703955;0.0;0.047799631016701725;0.042064647228987374;0.0;0.047799631016701725;0.0;0.047799631016701725;0.13839445927415203;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725
