;GO:0036257;GO:1901624;GO:0048489;GO:0045893;GO:0035556;GO:0090502;GO:0007264;GO:0009967;GO:0006605;GO:0048010;GO:0018146;GO:0048096;GO:0034614;GO:0015711;GO:0090316;GO:0035023;GO:0043123;GO:0038096;GO:1903307;GO:1903428;GO:0000165;GO:0043491;GO:0070100;GO:0070588;GO:2000777;GO:0030520;GO:0035655;GO:0050852;GO:0090166;GO:1903435;GO:1990830;GO:0050900;GO:0050868;GO:0018108;GO:0032092;GO:1902991;GO:0006486;GO:0046777;GO:0000413;GO:0060326;GO:0006643;GO:0032925;GO:0032927;GO:0031398;GO:0051604;GO:0035879;GO:0016973;GO:0032402;GO:0007183;GO:0061762;GO:0007186;GO:0032482;GO:1901796;GO:0043312;GO:1990182;GO:0000302;GO:0006378;GO:0043316;GO:0060314;GO:0032515;GO:0051057;GO:0045860;GO:0010628;GO:0044375;GO:0050766;GO:0018105;GO:0006090;GO:0018107;GO:0072659;GO:0042759;GO:0044819;GO:0043320;GO:0006468;GO:1904716;GO:0045747;GO:0000122;GO:0000086;GO:0006977;GO:0000082;GO:0032465;GO:0010793;GO:0050776;GO:0022417;GO:0007169;GO:1903599;GO:0007166;GO:0006357;GO:1990000;GO:0030318;GO:0019370;GO:0019372;GO:0043066;GO:0010848;GO:0043065;GO:0031122;GO:0036413
GO:0022417;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.3;0.0;0.2;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.25;0.3333333333333333;0.0;0.2857142857142857;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.0;0.2857142857142857;0.3333333333333333;0.0;0.0;0.0;0.0;0.0
GO:0007169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.125;0.0;0.0;0.0;0.125;0.1111111111111111;0.0;0.2;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.125;0.125;0.125;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
GO:1903599;0.0;0.15384615384615385;0.0;0.36363636363636365;0.3;0.0;0.2727272727272727;0.4;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.3;0.21428571428571427;0.3333333333333333;0.0;0.36363636363636365;0.5;0.2727272727272727;0.2727272727272727;0.23076923076923078;0.0;0.46153846153846156;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.23076923076923078;0.0;0.08333333333333333;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.25;0.3333333333333333;0.4166666666666667;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.3;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.3076923076923077;0.3333333333333333;0.38461538461538464;0.4;0.08333333333333333;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7777777777777778;0.36363636363636365;0.3076923076923077;0.0;0.3333333333333333;0.0;0.3;0.2727272727272727;0.2;0.0;0.0;1.0;0.3;0.3333333333333333;0.0;0.0;0.0;0.0;0.25;0.4166666666666667;0.36363636363636365;0.0;0.0
GO:0007166;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.375;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.2727272727272727;0.3;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.14285714285714285;0.0;0.3;0.125;0.0;0.0;0.0;0.125;0.1111111111111111;0.0;0.2;0.3333333333333333;0.3;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.3;0.2727272727272727;0.3;0.0;0.0;0.2;0.3333333333333333;0.125;0.125;0.125;0.0;0.14285714285714285;0.0;0.0;0.14285714285714285;0.3333333333333333;0.3333333333333333;0.2727272727272727;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.3;1.0;0.3;0.2;0.0;0.0;0.0;0.3333333333333333;0.2727272727272727;0.3333333333333333;0.2;0.0
GO:0006357;0.0;0.16666666666666666;0.0;0.75;0.3;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.2;0.21428571428571427;0.23076923076923078;0.0;0.25;0.4;0.2727272727272727;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.23076923076923078;0.0;0.09090909090909091;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.25;0.23076923076923078;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.3076923076923077;0.23076923076923078;0.3076923076923077;0.625;0.09090909090909091;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.25;0.875;0.0;0.3333333333333333;0.0;0.3;0.625;0.2222222222222222;0.0;0.0;0.3333333333333333;0.3;1.0;0.0;0.0;0.0;0.0;0.25;0.21428571428571427;0.25;0.0;0.0
GO:1990000;0.4;0.0;0.0;0.0;0.2;0.3333333333333333;0.2;0.0;0.0;0.2;0.3333333333333333;0.4;0.125;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.2;0.2;0.2;0.4;0.0;0.1111111111111111;0.0;0.0;0.375;0.0;0.0;0.6;0.375;0.3333333333333333;0.2;0.2857142857142857;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.375;0.2;0.375;0.0;0.25;0.2;0.0;0.42857142857142855;0.0;0.0;0.0;0.2;0.2;0.2;0.0;0.0;0.0;0.5;0.2;0.0;0.2;0.0;1.0;0.0;0.2222222222222222;0.25;0.0;0.0;0.0;0.6;0.4
GO:0030318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0019370;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.16666666666666666;0.0;0.0;0.2857142857142857;0.16666666666666666;0.15384615384615385;0.0;0.2222222222222222;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.16666666666666666;0.5;0.16666666666666666;0.0;0.5;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;1.0;0.5714285714285714;0.0;0.0;0.0;0.1;0.0
GO:0019372;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.3333333333333333;0.18181818181818182;0.16666666666666666;0.0;0.5;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.6666666666666666;0.18181818181818182;0.0;0.5714285714285714;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.25;0.0;0.5714285714285714;1.0;0.0;0.0;0.0;0.0;0.0
GO:0043066;0.0;0.2727272727272727;0.0;0.25;0.3333333333333333;0.0;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.23076923076923078;0.25;0.0;0.2727272727272727;0.2727272727272727;0.3;0.3;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.36363636363636365;0.0;0.09090909090909091;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.25;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.3;0.3333333333333333;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.25;0.3333333333333333;0.25;0.21428571428571427;0.18181818181818182;0.09090909090909091;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.2727272727272727;0.2727272727272727;0.3333333333333333;0.0;0.5;0.0;0.3333333333333333;0.18181818181818182;0.2222222222222222;0.0;0.0;0.25;0.3333333333333333;0.25;0.0;0.0;0.0;0.0;1.0;0.23076923076923078;0.75;0.0;0.0
GO:0010848;0.0;0.14285714285714285;0.0;0.21428571428571427;0.2727272727272727;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2;0.21428571428571427;0.0;0.23076923076923078;0.23076923076923078;0.25;0.25;0.21428571428571427;0.0;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.0;0.21428571428571427;0.0;0.07692307692307693;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.21428571428571427;0.2;0.0;0.0;0.0;0.0;0.0;0.25;0.2727272727272727;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.21428571428571427;0.2;0.21428571428571427;0.1875;0.15384615384615385;0.07692307692307693;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.23076923076923078;0.2;0.0;0.3;0.0;0.2727272727272727;0.15384615384615385;0.18181818181818182;0.0;0.0;0.4166666666666667;0.2727272727272727;0.21428571428571427;0.0;0.0;0.0;0.0;0.23076923076923078;1.0;0.23076923076923078;0.0;0.0
GO:0043065;0.0;0.16666666666666666;0.0;0.2727272727272727;0.3333333333333333;0.0;0.3;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.23076923076923078;0.36363636363636365;0.0;0.4;0.4;0.3;0.3;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.25;0.0;0.09090909090909091;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.36363636363636365;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.3;0.3333333333333333;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.25;0.23076923076923078;0.36363636363636365;0.3076923076923077;0.3;0.09090909090909091;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.23076923076923078;0.0;0.375;0.0;0.3333333333333333;0.18181818181818182;0.2222222222222222;0.0;0.0;0.36363636363636365;0.3333333333333333;0.25;0.0;0.0;0.0;0.0;0.75;0.23076923076923078;1.0;0.0;0.0
GO:0031122;0.4;0.0;0.0;0.0;0.2;0.09090909090909091;0.2;0.0;0.0;0.2;0.125;0.4;0.125;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.2;0.2;0.2;0.4;0.0;0.1111111111111111;0.0;0.0;0.1;0.0;0.0;0.2;0.1;0.09090909090909091;0.2;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.1;0.1;0.1;0.0;0.1111111111111111;0.2;0.0;0.1111111111111111;0.0;0.0;0.0;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.6;0.0;0.1;0.0;0.0;0.0;0.0;1.0;0.4
GO:0036413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.45454545454545453;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.5;0.125;0.5;0.0;0.14285714285714285;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4;1.0
